ID_MUESTRA,ID_MUESTRA_FISICA,TIPO_MUESTRA,LOTE,ID_ESPECIE,TIPO_CULTIVO,PARTE_ESTUDIADA,ORIGEN_GEOGRAFICO,EXPOSICION_LUZ,ESTADIO_MADUREZ,METODO_EXTRACCION,SOLVENTE_EXTRACCION,MODO_IONIZACION,COLUMNA_CROMATOGRAFICA
MB_6_A-0_1_POS,MB_6_A-0_1,Sample,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra A (Talag), Napo, Ecuador",Sombra,Temprana (4-6 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_7_C+2_3_POS,MB_7_C+2_3,Sample,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra C (Alto Tena), Napo, Ecuador",Luz,Tardia (8-10 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_8_B+0_2_POS,MB_8_B+0_2,Sample,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra B (Alto Pano), Napo, Ecuador",Luz,Temprana (4-6 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_9_C-0_2_POS,MB_9_C-0_2,Sample,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra C (Alto Tena), Napo, Ecuador",Sombra,Temprana (4-6 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_10_A+2_2_POS,MB_10_A+2_2,Sample,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra A (Talag), Napo, Ecuador",Luz,Tardia (8-10 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
POOLED_QC_4_POS,POOLED_QC_4,QC,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Pool de las 3 chakras (Talag, Alto Pano, Alto Tena), Napo, Ecuador",,,"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_11_A-1_1_POS,MB_11_A-1_1,Sample,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra A (Talag), Napo, Ecuador",Sombra,Media (6-8 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_12_A+2_3_POS,MB_12_A+2_3,Sample,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra A (Talag), Napo, Ecuador",Luz,Tardia (8-10 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_13_A+0_1_POS,MB_13_A+0_1,Sample,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra A (Talag), Napo, Ecuador",Luz,Temprana (4-6 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_14_C-0_3_POS,MB_14_C-0_3,Sample,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra C (Alto Tena), Napo, Ecuador",Sombra,Temprana (4-6 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_15_B+0_3_POS,MB_15_B+0_3,Sample,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra B (Alto Pano), Napo, Ecuador",Luz,Temprana (4-6 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
POOLED_QC_5_POS,POOLED_QC_5,QC,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Pool de las 3 chakras (Talag, Alto Pano, Alto Tena), Napo, Ecuador",,,"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
GC_2_A_POS,GC_2_A,SubQC,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra A (Talag), Napo, Ecuador",,,"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
GC_2_1_POS,GC_2_1,SubQC,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Napo, Ecuador (chakra no controlada en este pool)",,Media (6-8 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
GC_2_0_POS,GC_2_0,SubQC,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Napo, Ecuador (chakra no controlada en este pool)",,Temprana (4-6 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
GC_2_B_POS,GC_2_B,SubQC,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra B (Alto Pano), Napo, Ecuador",,,"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
GC_2_C_POS,GC_2_C,SubQC,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra C (Alto Tena), Napo, Ecuador",,,"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
GC_2_+_POS,GC_2_+,SubQC,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Napo, Ecuador (chakra no controlada en este pool)",Luz,,"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
GC_2_-_POS,GC_2_-,SubQC,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Napo, Ecuador (chakra no controlada en este pool)",Sombra,,"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
GC_2_2_POS,GC_2_2,SubQC,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Napo, Ecuador (chakra no controlada en este pool)",,Tardia (8-10 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_16_A+0_2_POS,MB_16_A+0_2,Sample,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra A (Talag), Napo, Ecuador",Luz,Temprana (4-6 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_17_B+2_3_POS,MB_17_B+2_3,Sample,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra B (Alto Pano), Napo, Ecuador",Luz,Tardia (8-10 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_18_A-1_2_POS,MB_18_A-1_2,Sample,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra A (Talag), Napo, Ecuador",Sombra,Media (6-8 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_19_C-2_2_POS,MB_19_C-2_2,Sample,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra C (Alto Tena), Napo, Ecuador",Sombra,Tardia (8-10 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_20_C+0_1_POS,MB_20_C+0_1,Sample,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra C (Alto Tena), Napo, Ecuador",Luz,Temprana (4-6 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
POOLED_QC_6_POS,POOLED_QC_6,QC,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Pool de las 3 chakras (Talag, Alto Pano, Alto Tena), Napo, Ecuador",,,"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_21_C-2_3_POS,MB_21_C-2_3,Sample,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra C (Alto Tena), Napo, Ecuador",Sombra,Tardia (8-10 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_22_C-1_1_POS,MB_22_C-1_1,Sample,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra C (Alto Tena), Napo, Ecuador",Sombra,Media (6-8 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_23_B+1_3_POS,MB_23_B+1_3,Sample,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra B (Alto Pano), Napo, Ecuador",Luz,Media (6-8 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_24_A+1_2_POS,MB_24_A+1_2,Sample,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra A (Talag), Napo, Ecuador",Luz,Media (6-8 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_25_B-0_3_POS,MB_25_B-0_3,Sample,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra B (Alto Pano), Napo, Ecuador",Sombra,Temprana (4-6 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
POOLED_QC_7_POS,POOLED_QC_7,QC,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Pool de las 3 chakras (Talag, Alto Pano, Alto Tena), Napo, Ecuador",,,"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_26_A+1_3_POS,MB_26_A+1_3,Sample,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra A (Talag), Napo, Ecuador",Luz,Media (6-8 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_27_A-2_3_POS,MB_27_A-2_3,Sample,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra A (Talag), Napo, Ecuador",Sombra,Tardia (8-10 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_28_B+2_1_POS,MB_28_B+2_1,Sample,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra B (Alto Pano), Napo, Ecuador",Luz,Tardia (8-10 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_29_C+2_1_POS,MB_29_C+2_1,Sample,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra C (Alto Tena), Napo, Ecuador",Luz,Tardia (8-10 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_30_B-1_1_POS,MB_30_B-1_1,Sample,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra B (Alto Pano), Napo, Ecuador",Sombra,Media (6-8 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
GC_3_-_POS,GC_3_-,SubQC,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Napo, Ecuador (chakra no controlada en este pool)",Sombra,,"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
GC_3_B_POS,GC_3_B,SubQC,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra B (Alto Pano), Napo, Ecuador",,,"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
GC_3_1_POS,GC_3_1,SubQC,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Napo, Ecuador (chakra no controlada en este pool)",,Media (6-8 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
GC_3_A_POS,GC_3_A,SubQC,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra A (Talag), Napo, Ecuador",,,"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
GC_3_C_POS,GC_3_C,SubQC,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra C (Alto Tena), Napo, Ecuador",,,"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
POOLED_QC_8_POS,POOLED_QC_8,QC,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Pool de las 3 chakras (Talag, Alto Pano, Alto Tena), Napo, Ecuador",,,"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
GC_3_+_POS,GC_3_+,SubQC,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Napo, Ecuador (chakra no controlada en este pool)",Luz,,"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
GC_3_0_POS,GC_3_0,SubQC,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Napo, Ecuador (chakra no controlada en este pool)",,Temprana (4-6 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
GC_3_2_POS,GC_3_2,SubQC,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Napo, Ecuador (chakra no controlada en este pool)",,Tardia (8-10 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_31_A-2_1_POS,MB_31_A-2_1,Sample,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra A (Talag), Napo, Ecuador",Sombra,Tardia (8-10 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_32_B+2_2_POS,MB_32_B+2_2,Sample,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra B (Alto Pano), Napo, Ecuador",Luz,Tardia (8-10 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_33_C+0_2_POS,MB_33_C+0_2,Sample,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra C (Alto Tena), Napo, Ecuador",Luz,Temprana (4-6 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_34_B-1_2_POS,MB_34_B-1_2,Sample,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra B (Alto Pano), Napo, Ecuador",Sombra,Media (6-8 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_35_A-1_3_POS,MB_35_A-1_3,Sample,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra A (Talag), Napo, Ecuador",Sombra,Media (6-8 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
POOLED_QC_9_POS,POOLED_QC_9,QC,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Pool de las 3 chakras (Talag, Alto Pano, Alto Tena), Napo, Ecuador",,,"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_36_A+0_3_POS,MB_36_A+0_3,Sample,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra A (Talag), Napo, Ecuador",Luz,Temprana (4-6 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_37_B-1_3_POS,MB_37_B-1_3,Sample,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra B (Alto Pano), Napo, Ecuador",Sombra,Media (6-8 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_38_C+1_2_POS,MB_38_C+1_2,Sample,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra C (Alto Tena), Napo, Ecuador",Luz,Media (6-8 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_39_B+0_1_POS,MB_39_B+0_1,Sample,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra B (Alto Pano), Napo, Ecuador",Luz,Temprana (4-6 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_40_A-0_2_POS,MB_40_A-0_2,Sample,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra A (Talag), Napo, Ecuador",Sombra,Temprana (4-6 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
POOLED_QC_10_POS,POOLED_QC_10,QC,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Pool de las 3 chakras (Talag, Alto Pano, Alto Tena), Napo, Ecuador",,,"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_41_B+1_1_POS,MB_41_B+1_1,Sample,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra B (Alto Pano), Napo, Ecuador",Luz,Media (6-8 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_42_C-1_2_POS,MB_42_C-1_2,Sample,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra C (Alto Tena), Napo, Ecuador",Sombra,Media (6-8 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_43_B-2_1_POS,MB_43_B-2_1,Sample,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra B (Alto Pano), Napo, Ecuador",Sombra,Tardia (8-10 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_44_C+1_3_POS,MB_44_C+1_3,Sample,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra C (Alto Tena), Napo, Ecuador",Luz,Media (6-8 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_45_B-0_1_POS,MB_45_B-0_1,Sample,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra B (Alto Pano), Napo, Ecuador",Sombra,Temprana (4-6 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
POOLED_QC_11_POS,POOLED_QC_11,QC,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Pool de las 3 chakras (Talag, Alto Pano, Alto Tena), Napo, Ecuador",,,"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_46_C-1_3_POS,MB_46_C-1_3,Sample,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra C (Alto Tena), Napo, Ecuador",Sombra,Media (6-8 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_47_C+0_3_POS,MB_47_C+0_3,Sample,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra C (Alto Tena), Napo, Ecuador",Luz,Temprana (4-6 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
MB_48_B-0_2_POS,MB_48_B-0_2,Sample,BATCH_02_POS,ILEX_GUAYUSA,Agroforesteria tradicional organica (chakra),Hoja,"Chakra B (Alto Pano), Napo, Ecuador",Sombra,Temprana (4-6 anios),"Ultrasonido (sonicacion 20 min, agitacion manual)",Agua con 2% acido formico y 10% acetonitrilo,POS,Fase Reversa (RP) - ACQUITY UPLC CSH C18 1.7um (3.0x50mm)
